category,polarity,class,text
Kindle_Store_5,negative,truthful,"I liked the story.  By now you know what the story is about so I won't go into that.  I thought the storyline was good.  I did feel sorry for the Hero who was cheated out of 10 years of his son's life.  He was 2 years older than her and she was a college graduate, so he had to be around 25 or so.  I think in his drunken state he was just popping off more than he really meant the words he said.  I realize to make the story work she had to run.

She did make a lot of dumb choices and she did seem very immature and weak when she was suppose to be such a strong character.  I could almost deal with all of that.  What got on my last nerve, and SPOILER here, was her insecurities.  Good grief, what does a guy have to do to convince you he means what he says.  She did take responsibility for some of her bad choices so I will give her that.  She was rather annoying and not a heroine that inspired a lot of affection.  Seems he was made to grovel and she was the one that ran rather than staying and discussing things with him.  But, this is one of those stories you need to read for yourself.  I found it very interesting and I definitely would recommend it.  I did read some of the low star reviews and I had to agree with a lot of what they said but I did like the story."
Kindle_Store_5,negative,truthful,"A romantic mystery with a touch of suspense.

An Opportunity Seized caught my attention with its name. I immediately thought that this was a workplace/office mystery. After reading the book I am still not sure what the title has to do with the story.

Toni is an heiress, the daughter of a mining magnate, who just wants to be normal whereas Jason is ex-military and co-owner of Haven Security. Jason is the bodyguard hired by Tonis father.

While guarding her he develops feelings for her. She falls for him, too. A relationship that was almost impossible to begin with is tested when a mining accident threatens the whole family.

One thing I liked about the relationship was that though both of them were immensely attracted to each other, they also get to know each other on a deeper level than just chemistry. This part of their relationship is shown clearly after the mining accident.

Readers who enjoy frequent sex will be pleased with this short story. It wasn't the hard core erotic variety but there is enough to make a reader who isn't used to reading it to possibly become either uncomfortable or start blushing like crazy.

That being said this is still a mystery. I think the beginning was a little slower than the ending. The ending seemed a little fast paced, which I loved.

This is a romantic mystery, heavy on the sexual elements. It worked for me because there was enough of the mystery plot to offset some of the romance.

The ending was a full of surprises. The twists and turns and the new information that were revealed kept me reading to the very end.

originally posted at long and short reviews"
Kindle_Store_5,negative,truthful,"Sky High was a short and sweet read but it didn't exactly deliver all that I expected it to.

Some books that I have read make every character seem important no matter how trivial their role was, but this book wasn't one of them. While reading this book, a lot of times I thought that a character wasn't a significant part of the book and this didn't just happen during the book, It also happened after I had finished it. I kept thinking about the book and all of the characters inside it and they just didn't seem important enough even though I know they were.

What Im trying to say here is that, in my opinion, this book lacked some sort of execution or finesse that could have taken it from being just another good book to an amazing one. I never for one second doubt that C.J. Lake holds talent for story writing but all Im saying is that it needs a little bit more work.

Other than that, the story was sweet, romantic and also quite hot. Even though a lot of characters appeared to be minor, I did love the main characters and the chemistry between those two. The relationship between those two was something to envy. Their banter, their romance, their attraction toward one another was extremely enjoyable to read.

In the end, I wouldnt say that reading this book was a waste of my time but I also won't be reading it a second time. Nevertheless, I will be reading other works of C.J. Lake to look for better versions of Sky High. And when I read one like that, let me tell you well have a winner on our hands."
Kindle_Store_5,negative,truthful,"I have mixed feelings about this book.  At times I loved it; other times I threw it across the room.  The information on writing reviews, Listmania, and So You'd Like To...Guides was extremely valuable.  Knowing how Amazon uses this information to get more exposure for your book is worth the price of the book.

But there were a lot of questions that remained unanswered.  Author Connect was somewhat confusing.  I asked quite a few people to access an author's profile page and no one succeeded. Amazon customers will follow the path of least resistance. If these are so well hidden that Brent has to give you a web address to put in to find it, how are the readers supposed to uncover this ""useful"" information?  They won't.  I understand that isn't the Brent's fault, but why should I spend my time doing something potential buyers can't find, even if it's free!

Buy X Get Y could have been more detailed.  There is more to pairing books than selecting a title.  Is it worthwhile to pair your book with a top selling title that has a one or a two-star review as a Spotlight Review?  What if the title you select is in the top 10 in sales, but sells for 1/2 the price of yours?  Is it a good match?  I don't expect Brent to do all the work, but I do feel these are valid questions that should have been addressed.

If you look at most of the 5 star reviews, you will see that they are nothing more than shameless self-promotions of books written by the reviewers.  That should tell you something."
Kindle_Store_5,negative,truthful,"Obsession by Jessica Hawkins
Beau did not see the revenge coming but when it happened he was angry and wanted to find Lola.  He wanted to destroy her?  Lola played the final card which not only hurt Beau but herself as well.  While Lola has disappeared, Beau is intent on finding her.  He goes through all the motions of being angry, looking for revenge and ultimately looking at himself and realising the part he played in this game.  How shallow of a man he became because of his money.  He realises that he loves her and not because she turned him down but because she is his equal and she owns his soul.  Lola has hidden under the radar while doing a road trip.  The trip opened her eyes up to discover what her future may hold.  After looking back on everything that they had endured, she knows she still wants him.  With her unexpected news and the realisation that LA is home, she heads home.  Can Beau convince Lola that he wants her without the games?  Can Lola ever forgive him?  I must admit I was a bit disappointed in this book.  The story lacked a building climax and was lacking conflict. Nothing much happened and most of what did made reference to things that we had read in the previous books.  In my opinion, I felt like the author was struggling to conclude this book.  The ending was really a bit of blas and the dialogue was awkward.  The head hopping between the characters was confusing.  I was hoping for more of a dramatic ending.  Overall the series was good but I did feel a bit let down by the ending..
Hot Books & Sassy Girls Blog"
Kindle_Store_5,negative,truthful,"Funny, but I don't recall the other book leaving out this much information, but then again it was this time last year that I was reading it so maybe my memory's not so fresh. This book is good, but one thing that threw me off was the passage of time; there was no indication of it. ""2 weeks later"" ""6 months later"" these are only 3 word phrases, it wouldn't take much to add them. But one minute it was Christmas, then after a separator in the middle of the page - which usually indicates a scene change - it's spring break, then next thing you know it's Thanksgiving. One of the reasons this is a problem is right before the page separator, Adam and JJ were saying they needed to discuss something important, and then after the separator, not only has it been discussed, but the process has been put in motion and they're almost completely done with it. No build-up or anything. This happened several times, which left me scratching my head and wondering ""well, what happened in between?"" I was glad that they were able to help provide a safe place for Thad, but what happened when they went to talk to his parents? Was there no argument or backlash at all? No obstacles in their way? And how did they decide to get legal guardianship? And why was the situation with Andrea helping out Adam and JJ handled like it was no big deal, just every day happenstance? And what happened with Grace Griffin? And this may be minor, but how on Earth did Thad get a new love interest before Adam's brother, Matt? Too many questions. However, these things are not guaranteed to keep me from reading more by this author, because his books have sweet story lines with very little angst."
Kindle_Store_5,negative,truthful,"I thought I would give this author and series a go with this book.  I have to say I was surprised that my attention was caught from the get go.

It was very interesting to see how Dominic spent the last 200 years buried at sea.  When he was 'resurrected' he was thrown into the future and struggled to catch up.  His friend Palo took him in and began teaching Dom how to survive in the new world he found himself in.

A few thing bugged me about this story.  The grammatical errors.  When Dom accused Palo as a 'trader'.  I think the word should have been 'traitor'.  So little things like that distracted me from the story a bit.

The author glossed over the transition period for Dom.  I felt that the book could have been much more detailed and the author could have had fun with Dom's struggle with the 21st century.  I realise the focus for Dom is revenge, but the writing could have been meatier and richer if the story went into a little more depth.

The sex described seemed to skip a few steps.  I won't go into detail in case there are under 18's reading, but there was no writing direction, the reader has to assume what happens and where the positions of the characters are.  There were instances where I had to re read passages to see if I missed some things.

In the synopsis Dominic is intrigued by a lady biker.  The only lady he showed an interest in was a mechanical bull rider at a bar he nearly got tossed out of!  So I wonder where and whom this lady is , cause I didn't meet her!

But it was a good start and I am definitely curious enough to get the second book!"
Kindle_Store_5,negative,truthful,"When Callan Carrigans father leaves the ranch to Court McAllister, Callan is shocked to say the least. For years she had worked alongside her father to keep the ranch running smoothly and it has been her home and her life. She also discovers letters to her and her sisters from her late mother that bring news that change their worlds. While Callan fights to regain some amount of control over her life, Court lends his not only his supportive hands but also makes a proposal that could give Callan some resemblance of her old life.

I absolutely loved the characters, especially that of Callan and her sisters. They share such a cool bond and are really close and understanding. Callan emerges as this strong girl who is used to running a ranch and confident that she can continue to do so on her own after her fathers death. At the same time she has this feminine quality about her that is really attractive. Court on the other hand, at first at least, feels a little bit of an outsider. He is handsome and sexy and understanding. However, I really did not get their relationship. There wasn't much interaction between them, let alone courtship yet they end up in each others arm. For me it was like two strangers professing their love for each other.

The plot had some twists which were a welcome change from the usual romance novels. Courts background and Callans mothers letters provided some additional depth to the book. However, the letters written by Callans mother felt too clinical in nature and lacked the warmth of a mother. The letters read like appointment letters rather than a letter from a mother to her children, especially with the news it delivers, one would expect some emotional words.

C.J Carmichael is one of my favourite romance authors, but this book disappointed me a lot."
Kindle_Store_5,negative,truthful,"Not my normal reading genre.

No murder.
No thrills.
No adventure.
No elves.
No weapons.
No car chases.
No mystery.
No spaceships.
No enemies.
No cowboys & indians.
No horror.
No court scenes.
No trips to Heaven.
No trips to Hell.
No spiritual battles.
No angels.
No demons.

But what we do have is a very well-written and engaging story about a young man's experiences as he becomes an intern at a large well-to-do church. In the hands of most writers I would have probably been bored to tears but Mr. Moody creates a fun and entertaining look into the quirks and idiosyncrasies of your standard Baptist style evangelical church. As one who has spent many years in ministry I can say he hit the nail on the head. No matter where you are or what you are doing people are a trip.

If you're the type that likes easy going stories with no stress or books that won't keep you up too late at night I suggest getting yourself a copy.

If you're concerned about the book being preachy because of the topic you have nothing to fear. There is very little Biblical reference at all. It's more about the people and the inner workings of ministry in general. You'll laugh and be entertained. Even non-believers will enjoy this book. It was a nice stressless experience for me and I enjoyed it much more then expected. It'll make a nice seashore read for a lazy vacation.

1 Star = Pathetic
2 Stars = Fair
3 Stars = Good
4 Stars = Excellent
5 Stars = Life changing

For those who give me a negative vote on my review please comment and let me know why. I'd like to improve my reviews so they can be helpful to those who read them. Please understand I choose not to give a synopsis of the book because it's already given at the top of the home page. I find in doing so too many reviewers give away too much of the plot. Thank you."
Kindle_Store_5,negative,truthful,"It was a case of All or Nothing for me. The crux of story sold me even though there were parts I did not like. An aptly named series, Wicked Games play out in this book for Jena. Unwittingly playing a game she has no idea she is a participant in, it appears that by the end of the game she could lose everything. Character and story issues left me with mixed emotions. I liked King, but I did not like his original game plan and I had a hard time reconciling the man who went into the game with eyes wide open to the probable repercussions of what he put in play with the man who fought for his woman at the end. We also got just enough info on King and Wick to know they are not good guys, but not enough to know what exactly it is they do. At times, their actions did not match their words and this disturbed me greatly. Jena came across as dumb as a box of rocks, dismissing what was happening around her by resorting to excuses and sticking her head in the sand. She evoked frustration and sympathy simultaneously, but it was her weakness that lost me in the end. Timeline issues unsettled me as well, as in when did King and Wick meet? Was it in when they were kids or in the military? It cant be both in my head, yet both were stated as facts. A proper back story on those two would have improved this book immensely, probably cleared that issue up and added some character depth that was missing. A little more about Jenas old job would have been nice too. And after all that you're wondering why I said I liked it? It was all about the game for me and on that level it delivered to the point of me wanting Wicks story next. Spices Rating: 3."
Kindle_Store_5,negative,truthful,"Anyone familiar with the Desire, Oklahoma series will recognize the cast of characters in this story -- including Dillon and Ryder. The newest addition to the town comes in the form of Alison (Ally as affectionately referred to by Ryder). Alison comes to Desire on the heels of a bad breakup from an abusive boyfriend. Similar to all the other stories in the series, Dillon and Ryder come swooping into her life completing ensconcing themselves in it while overwhelming her with their (neanderthalithic) overbearing ways and masculinity.

The story prattled along at a lumbering pace, IMHO, as Alison whined about things being ""none of your (Dillion and Ryder's) business"" (said 14 times) and spanking threats from the men (mentioned 33 times...yes...I counted). The story was highly repetitive...not only of itself but of the other stories in the series. Really the characters in these stories are interchangeable because the story lines are so consistent with one other. This series now has 8 books in it...and honestly, as a reader, I'm getting to the point where I don't care because there is nothing unique about them anymore. Desire for Three: Winning Back Jesse is actually about the characters in Desire for Three. *Scratches my head*....so now we're going back and revisiting characters? Pass!

Don't get me wrong, I enjoy Leah Brooke's work, I just want to see some originality come into play in her stories. As they are now...they are just meh because of near exactness of the stories and characters -- resistant females...dominant men...and they all live happily ever after. I'd like to see her throw some different characters in a the mix. Send someone of a different nationality to Desire to find love. Send a couple looking to add to their triad.......give me something different to work with.

Raw Desire wasn't unenjoyable...I just though it could have been much better and different.

Warning: Book contains: mnage  troisRomance, M/F/M, BDSM, public exhibition, spanking, sex toys"
Kindle_Store_5,negative,truthful,"I am assuming that if you are reading this review you have at least read the synopsis of the book and know what the story is about so instead of summarizing I am going to list the things I did and did not like.

The good:

-The characters are great. They are charming and funny and I love that they focus so much on  family obligation

-The authors paint a wonderful picture of small town life

-There is a mixture of humor and more serious things going on within the story.

The not so good:

-There are a lot of spelling and grammar mistakes. A lot of mixed up he/she. There were also times that words were used in an unrealistic way. I don't think any woman has ever thought that she would like to feel a mans cock against her integument, though that is just my opinion.

-There was tons of unnecessary details given. I don't need to know that he turned the shower on, then checked the temp, then got in, then picked out a shampoo, then picked out a body wash and on and on it goes. The story could have been cut in half without losing anything of importance.

-pov jumped around a lot which is usually good but there was no real flow to it.

-There was just too much going on. The focus should have been primarily on Quinn and Mhisery with Chance getting his own book. The little glimpses of other people seemed out of place as well.

-It often felt like rather than reading a story things were being ""explained"" and there was too much repetition and even some inconsistency. He goes down on her at one point and then later is surprised that she is pierced there?

All of these distractions led to me not being able to enjoy the story even though I really wanted to, especially as this book was given to me in exchange for an honest review. I would really like to try another book by these authors though because there were things I really enjoyed."
Kindle_Store_5,negative,truthful,"I didn't have very high expectations for this book. The combination of teen romance and historical fiction made me nervous that I would be cringing the whole way through. Fortunately, the author did her research and the result is a fairly accurate portrayal of life in a convent in Renaissance Italy, with a splash of magical realism. The romance elements don't really kick in until the halfway mark, leaving most of the book to focus on other aspects of the protagonist's life, what romance there is isn't overbearing or unrealistic. A plot twist 3/4 through helps keep things fresh with an unexpected change of setting for the final act. The book is largely well-written, but there are some poor descriptive techniques scattered about (""as cold as January"" was a particularly bland simile that stuck in my mind).

Where the book disappoints is in the drama. Most elements of the plot had me wondering why these characters care even half as much as they apparently do. The protagonist is a 17-year-old illegitimate daughter of a recently-deceased nobleman who's been sent by her step-mother to live in a convent. This is problematic for our hero because the only thing she wants on this world is to find a man to marry. A more charitable reviewer would say that she's realistically very focused given the options for those in her situation, but her one-track-mind struck me as obsessive and overly dramatic. The aforementioned plot twist is fairly transparent (if you're expecting a twist), and the while the MacGuffin around which the twist is centered may be historically accurate in terms of its importance, it seemed fairly trivial to me and fed into the overall feeling of unnecessary drama.

The protagonist's personal conflicts are sure to resonate with many readers, particularly girls around her age and younger. Readers who have an interest in art, particularly painting, might understand the drama better, and will definitely appreciate the author's descriptions of the art and architecture. The ending could be interpreted as slightly preachy, but it doesn't detract from the book."
Kindle_Store_5,negative,truthful,"(Source: I receieved a digital copy of this book for free on a read-to-review basis. Thanks to author Kris Kreisman.)
Erin is good at tennis, but while she likes it, it doesn't mean everything to her, not the way it does to her mom. Erin's mom is determined that Erin use her talent for tennis, and become something really good, but Erin just wants to have a normal life.

One day whilst visiting her grandmother, Erin finds herself sent back in time to 1970, where she has the chance to play tennis against her mother.
Who will win the match? Is Erin better than her mother? And how will Erin get back to her own time?

This was an okay read, but it felt a little awkward in places.

Erin liked tennis, but not as much as her mother did, and more than anything she wanted to be a normal teenager, and go to the movies with her friends when she wanted to. Erin tried to fit in when she realised that she had travelled back in time, but I expected her to be a lot more concerned with how she was getting back than she was. I personally would have been worried about how I was going to get back, and how soon I would be able to get back rather than making friends in 1970 and taking advantage of how cheap the prices were in the shops!

The storyline was okay, but the time-travel aspect felt a little strange. At the beginning of the story we hear from Erin how annoyed she gets with her mum, and how irritating some boy at school is, and then we're suddenly thrown back in time to 1970. Very sudden, and unexpected, and just didn't fit well with the rest of the story.
The ending was okay, and it was good that Erin learned a little about the sort of person her mom really was. I also liked the fact that Erin's actions in 1970 had consequences, and that her meddling in the past changed things in the present.

Overall; an okay time-travel/coming-of-age story.
5 out of 10."
Books_5,negative,truthful,Was disappointed in this book hard for me to follow
Books_5,negative,truthful,Good story but they are all running together at this point.
Books_5,negative,truthful,I read every thing he writes  one of my favorites.
Books_5,negative,truthful,Just a bit strange and different for me. Probably excellent for others.
Books_5,negative,truthful,What a huge disappointment. I can't imagine why this is such best seller
Books_5,negative,truthful,"Pretty intense book, I couldn't finish it because it was graphic in parts."
Books_5,negative,truthful,The story was ok. It was not the best she has ever written.
Books_5,negative,truthful,I recommend starting at beginning of series.  Progression of characters most interesting angle.
Books_5,negative,truthful,"Editor was too busy watching ""Duck Dynasty"" and not paying attention to his work!!!"
Books_5,negative,truthful,Wish I could return. Serious departure into the mystical. Suspension of disbelief not achieved.
Books_5,negative,truthful,"Just didn't hold my interest. I finished it, but it was really a disappointing read."
Books_5,negative,truthful,This book was a quick and easy read.  Great to take to the beach!
Books_5,negative,truthful,It was a good book - for me not quite as good as her others.
Books_5,negative,truthful,I expected to like it as much as the first one.  I was very disappointed.
Books_5,negative,truthful,"Frankly, it would be better in audio.  Not bad just need to hear steve's voice."
Books_5,negative,truthful,"Its a little silly that anyone would think the Queen would act this way, but slightly amusing."
Books_5,negative,truthful,The plot is not believable. The writer tries to create sensation without developing the plot intelligently.
Books_5,negative,truthful,it starts out as a good story but seems to peak prematurely.  not very well written.
Books_5,negative,truthful,It was okay.  I enjoyed the Hulu version better.  It was hard to follow sometimes.
Books_5,negative,truthful,"it's just full of commercial and telephones, I don't know about the tape, but this book is RUBBISH!!"
Books_5,negative,truthful,"i wish if i just could get my money back, the book is not interesting and boring !!!
hate it"
Books_5,negative,truthful,I found this book to be very slow....forced myself to read it as I had paid for it. Disappointing.
Books_5,negative,truthful,I respect how he grew up and what he has accomplished but I couldn't Get through the book .
Books_5,negative,truthful,"Nothing too fabulous here.  Plus, we got the paperback through Scholastic and it cost only a couple dollars."
Books_5,negative,truthful,I do not like bookshots. I was enjoying the story line and then it left me hanging. Nothing was resolved.
Books_5,negative,truthful,Interesting but I skipped over many pages.  The hardship of this era was compelling but very difficult to read.
Books_5,negative,truthful,not a terrible read but there are better baseball books out There I am sure. Not John's best effort.
Books_5,negative,truthful,"I chose the book because I loved others books written by Howatch, but this one unfortunately disapointed me a lot."
Books_5,negative,truthful,I would like to have back the hours wasted reading this book. Totally unlike any Koontz book I have ever read.
Books_5,negative,truthful,Quite entertaining and a good hero. Light summer reading.  Parker has a good formula and he keeps working it effectively.
Books_5,negative,truthful,"I gave this rating because when the story ended, I was completely thrown off guard. I still am a little confused."
Books_5,negative,truthful,"Was difficult to read, at times. TMI. Anyone who likes fashion/designers could find it interesting. History of department stores is included"
Books_5,negative,truthful,Patterson is pretty predictable by now but not a bad read overall. If you have nothing better to do read this.
Books_5,negative,truthful,This book rating was selected due to the lengthy details required to explain every issue as it came to pass .
Books_5,negative,truthful,Seriously - where's the story? I. Find it hard to believe Dick Francis wrote this s-l-o-w paced meandering book. Skip it.
Books_5,negative,truthful,"Recipes are very complicated. I'm sure they are wonderful, but I have not tried to make anything from this book yet."
Books_5,negative,truthful,Not as interesting as I thought it would be. Kind of goes on too long an covered the same aspects several times
Books_5,negative,truthful,"I have not finished it completely, lost interest toward the last.  I plan to finish shortly, and may improve the rating."
Books_5,negative,truthful,i just love the book all but the highlights in it  it's just too much marking for me in the book
Books_5,negative,truthful,"A little underdone for my taste. I have read Sandel in the past, and found this not up to his usual standard."
Books_5,negative,truthful,Not anywhere as good as A Woman Of Substance.  I am in love with Hugo however.  He was pretty perfect.
Books_5,negative,truthful,I have read Mitch's books before and enjoyed them.  This had to be one of the worst books I ever read.
Books_5,negative,truthful,"It is fast reading, and somewhat predictable . Good for beach or commute.  Didn't generate that much discussion in book club"
Books_5,negative,truthful,"intermittent and non-cohesive storyline, an overall impression of a story put together by cut-and-paste for lack of attention to the plot itself"
Books_5,negative,truthful,This book was okay but still was not what I was looking for. I wanted a book on herbs to make tinctures.
Books_5,negative,truthful,"To many characters with nicknames and posting, not enough action.  Reaching 31%, reading I just gave up, could not read any more"
Books_5,negative,truthful,"the material deserves a 5 star, i ordered a used copy and was sent an older copy-write edition which bothered me a little."
Books_5,negative,truthful,I put this book down after reading first few chapters... you won't believe how arrogant and cocky he sounds even in his writing!
Books_5,negative,truthful,Story line lacked credibility. Too much contained in one story line to make it plausible.  This is to up to usual standard.
Books_5,negative,truthful,"Sounds like Crichton was using this book as a precursor to an amusement park theme for kids.  Honey, I shrunk the kids."
Books_5,negative,truthful,"I am a tremendous fan of Greg Bear, but not this time. This book totally misses the mark. I don't care about anyone."
Books_5,negative,truthful,"The book is very biased, it focuses on the topics it wants to promote and leaves out some big pieces of 2012 election."
Books_5,negative,truthful,I bought this for a graduate school course. Varian makes jokes in his footnotes and his explanations are a bit unclear. I'm not impressed.
Books_5,negative,truthful,Did not enjoy reading this book.  Heard the Author being interviewed and the book did not live up to his vision for me
Books_5,negative,truthful,"This was a decent short story.  If it had been sold with 3 or 4 others, it would have been worth the money."
Books_5,negative,truthful,long story with tragic story of lives lost without purpose or results. Far too much talk of lives wasted and spent on meaningless tasks.
Books_5,negative,truthful,"Nothing new in this story, fast read.  J..D. probably cranked this out on a weekend.  Last one I will read from this author."
Books_5,negative,truthful,"It has important information for California legal writing techniques, but obviously it's not very interesting. If you need help sleeping at night, a great read."
Books_5,negative,truthful,"a good story. a little too rushed, same elements, same good plot, but not enough transitioning as in earlier books.  ending made me go ???"
Books_5,negative,truthful,this is a thought provoking book of fiction that takes you back to the last days of the Cheyenne nation and the cruelty on all sides.
Books_5,negative,truthful,This is absolute trash. I can not find any feature worth wasting a cent on. There no lower rating that I can assign to this book.
Books_5,negative,truthful,"I have loved all of Sarah Vowell's books, but found this one boring. If I wanted to listen to talk radio, I'd listen to talk radio."
Books_5,negative,truthful,"Boring. I felt like I had to finish the book, but it lost my interest early on. The ending was flat. Would not recommend this book."
Books_5,negative,truthful,"To complicated, need a medical degree to figure this out.  The other books are much better.  It is in no way and easy read."
Books_5,negative,truthful,"This was a very good book; however, it started out a little slow. I wasn't really able to get into it until the middle."
Books_5,negative,truthful,"I really didn't read anything earth shattering in this book.  I would say save your money, just cut out sugar and flour.  So easy."
Books_5,negative,truthful,"Major fan of Lehane .... However, this was the first book of his I didn't finish. I didn't make it halfway through before I gave up."
Books_5,negative,truthful,"Im a firm believer in a workbook for every kid...I hate worksheets...they are unorganized, they get lost. This is a good basic workbook for social studies."
Books_5,negative,truthful,"Kind of nutty, with some hilarious paragraphs -- potato socks rolling around, making the author gasp.  Book not as helpful as I hoped it would be."
Books_5,negative,truthful,I was intrigued with Robyn's personal journey and growth as a person throughout her trek across Australia.  It was long but glad I finished the book.
Books_5,negative,truthful,Good one time read. The heroine does get verbally trashed a lot by the hero so that was a bit irksome. Looking forward to reading Sera's story.
Books_5,negative,truthful,Steven Hawking is perhaps one of the most misguided pseudo philosophers in the world.....I wish he would stick to physics and leave philosophy to those who understand it.
Books_5,negative,truthful,"The book is fine, but the DVD was not included, so the seller refunded me instead of sending the DVD. I had to go buy a DVD elsewhere."
Books_5,negative,truthful,I can see how other people like this book but for me it was just too much on the dark side and several things about it bothered me.
Books_5,negative,truthful,"A little more depth would be nice. This book, although riveting, is very short. Left me wanting more. Would like to know if his other books are as short."
Books_5,negative,truthful,"The book was a huge disappointment after her ""To Kill a Mockingbird."" It was, I'm sure, hard to top the first one published and so enjoyed by so many."
Books_5,negative,truthful,"some what complicated and very difficult to understand the plot at times, at least the ending was ok. never did understand what really happened to Greys young girl sidekick."
Books_5,negative,truthful,"Let Oberon do all the talking, and kill off Granuaile; One can see her PC stupidity coming from a long way off. She has become a  worthless character."
Books_5,negative,truthful,"Didn't like it as much as the first two. Found the story a little frustrating at times, but if your invested in the series you have to read it."
Books_5,negative,truthful,ONLY reason why I read this was for a college class and I found it confusing even with some background given. I do not like nor do not recommended it.
Books_5,negative,truthful,Not a direct translation of the French. Many recipes in the French version didn't make it in to the English version. I was really looking forward to the entire book.
Books_5,negative,truthful,Good but far from Gladwell's best.  The argument that small is better was a bit of a stretch.  I do appreciate the style and detail that Gladwell offers.
Books_5,negative,truthful,It doesn't cover everything  I had a smaller one that was much better.  It is very big and heavy for an older person who sits in a chair.
Books_5,negative,truthful,This was a story that I could not even TRY to interest myself in. I made it halfway through the book before I threw in the towel. Waste of $5.
Books_5,negative,truthful,"Although Salander singlehandedly can save most series, this one was a stretch.  The characters are shallow, the dialogue is nonexistent, and the story is told, not allowed to develop."
Books_5,negative,truthful,I thought the writing was entertaining and very genuine but not mature enough.  I couldn't wait to finish the book .... I had to scan through the last few pages.
Books_5,negative,truthful,"How I disliked this author, his greed, arrogance and total disrespect for those that provided his living rings all too true. I resent having bought it as it increased his wealth."
Books_5,negative,truthful,"As others have noted, this is an exhaustive study of rabies. At times it feels as if the author googled ""rabies"" and then felt compelled to expound upon each and every one."
Books_5,negative,truthful,"Preggers Jessica
Then there's a zombieland Marc
Is Sinklair the book?

It took me one week
To finish Betsy's sad book
I'm still crying tears

Laura is now bad
I'm tired of the same stuff
Why am I still here?"
Books_5,negative,truthful,Interesting premise which moves fluidly thru place and time but almost too fluidly. The ending feels as if there was a deadline to meet. I give it a 6 out of 10
Books_5,negative,truthful,"i usually love these mysteries,but this one isn't up to snuff..Too much chase and not enough mystery. Although it gave a little more information in relation to the Crawfords as in Beth."
Books_5,negative,truthful,"I have been an avid  fan of Clive Cussler from the very beginning.
Is this book to be taken as an adventure etc....LOL. It feels more like reading for a young adolescent"
Books_5,negative,truthful,"Reminds me of the Karon novels. Does not have a strong plot line. Lots of stories strung together, some for fun and some with a lesson. A nice break from more serious stuff."
Books_5,negative,truthful,I really wanted to like this book because I really liked the characters. It was just really boring and slow moving. This was my first Nora Roberts book and probably my last. Sorry.
Books_5,negative,truthful,Interesting book topic but difficult to read because of lack of cohesiveness in each chapter. I've put the book several times-- I'm usually a fast ready but this book seems to drag on!
Books_5,negative,truthful,"Usually a dependable author, this time I could care less about the characters. A by-the-numbers serial killer fable, with a killer dumber than most, luckier than most. I hope for better the next time."
Books_5,negative,truthful,"Although I love Sue Grafton's novels, I felt this one was not up to her usual standard. The stories were disjointed and the ending was abrupt. Still worth reading but not her strongest story."
Books_5,negative,truthful,It was a good read but not much different than the last few. I was hoping after the first couple chapters the main characters were going to finally create new chapters in their lives.
Books_5,negative,truthful,This book was engaging until the last chapter. It was as if the author wrote the required number of pages and then just quit.  I would not waste my time on this book.
Books_5,negative,truthful,I was hoping for something a little more tabloidish. I'm glad I got to read it for free (Prime member) because I would have been mad if I had paid to read this one.
Books_5,negative,truthful,"The package of Penguin Classics, whose books I find really excellent in content and presentation, is not so good. They do not have any hard protection and the corners always  arrive somewhat damaged."
Books_5,negative,truthful,Very disappointing and not worth what it cost.  Didn't really say anything.  Suggest the authors take their own advice and quit.  Pleasant enough to read for the very short time it occupied.
Books_5,negative,truthful,"Likely my LEAST favorite Daniel Silva -- the main character is going too predictable.  Mr. Silver is an excellent writer, but this novel lacks the quick pace, sharpness, & literary finesse he usually delivers."
Books_5,negative,truthful,I didn't drop 7 pounds (I didn't lose anything and was very diligent) but I did find out that I'm sensitive to my favorite foods.  I've changed my eating habits because of reading this book.
Books_5,negative,truthful,"Too much going on.  Diana is a weak, pathetic female for a lead character. Central relationship is dysfunctional, and borderline abusive, Diana is constantly making excuses for Matthew's horrible behavior.
This book was hard to finish."
Books_5,negative,truthful,Fascinating glimpse into the life of a courtesan.  More than I wanted to know.  Much too long in the early narrative.  Mother daughter dynamics very interesting.  Also Chinese men's attitude s and thinking.
Books_5,negative,truthful,I may have enjoyed it more if it weren't so long.....there were some good and interesting parts to it....but it went on too long...I think like Stephen King...it would make a good movie rather than reading it....
Books_5,negative,truthful,"I'm sorry, but most of the stories in here had little or any connection to science fiction.  Some were good, but should have been included in anthologies of other areas of fiction. Most were just long stories."
Books_5,negative,truthful,"I am reading the books in order and this is the only one so far that I have not really loved.  Not near as good as the others.  Slow, slow beginning and just not very interesting."
Books_5,negative,truthful,"It was good to see the return of SPECTRE, but any reader will be able to pick up on the plot twist because it's so predictable.  Also their is a lot of technical gibberish in this novel."
Books_5,negative,truthful,"Well...I saw where this was going before I'd gotten halfway through the book.  I didn't know all the details on how it would end of course, but it was pretty anticlimactic since I'd guessed the basic plot."
Books_5,negative,truthful,"Some separate stories, but with common elements. I think that I like the other series by Stross more, but maybe I'm just not of the target audience. I still plan to read the other parts of the AA series."
Books_5,negative,truthful,"I'd just finished reading Orphan Train which was a fantastic book. I hurried to buy another book by Kline, but have found this one a bit dull and have now skipped to the end to read the last few pages."
