index,age,gender,platform/name,product,rating,text,polarity,class
1520,[20-30),male,هامبرقيني,,5,"جربت عندهم الدبل كلاسيك من افضل الوجبات اللي جربته , وجربت قطع الدجاج عندهم فيها لذعة حرارة ولذيييذة , تقريباً لي حوالي شهرين لازم بالأسبوع مره او مرتين آخذ منه نفس الوجبات",positive,truthful
1521,under 20,female,فطيرة الفلافل,,5,التوصيل سريع والاكل وصل حار والطعم لذيذ,positive,truthful
1522,[20-30),female,انديك,,5,اكلهم حلو و اسعارهم معقوله و سريعين,positive,truthful
1523,[20-30),female,تولين,,4,المكان شررح الاسعار جمييلة ولكن يوجد مطاعم الذ,positive,truthful
1524,[20-30),female,برجر وستيك,,5,البرقر كانت حلوه وخفيفه قوام الدجاج غير عن المطاعم الثانيه والصوص كان موزون لكن السعر غالي شوي.,positive,truthful
1525,[20-30),female,دايز,,5,شغل نظيف وأسعار مناسبة👍🏻 اللحم طازج ومطبوخ جيدًا والخبز ممتاز 👌🏻 شاكرين لهم ونتمنى دوام الجودة,positive,truthful
1526,[20-30),female,برج البرجر,,5,اللحم ولا غلطة💘 أول تجربة لنا وان شاءالله ما تكون الأخيرة,positive,truthful
1527,[20-30),female,تشيكند,,5,يمي مره خصوصا الميبل,positive,truthful
1528,[20-30),female,اوكنو,,5,من افضل مطاعم برقر اللحم,positive,truthful
1529,[20-30),female,ماكدونالدز,,5,جربت الوجبة الجديدة عندهم كرنشي تشكن لذيذة و تشبع مره عيب الفرع انه تصير زحمة عليه كثير و نتأخر بأستلام الطلبات,positive,truthful
1530,[20-30),female,88,,5,توصيلهم على الرقم فنان بسرعة البرق,positive,truthful
1531,[20-30),female,البيك,,5,البيك لا يعلى عليه و دجاجهم ممتاز و نظيف ولا يغث المعده 🫶🏻,positive,truthful
1532,[20-30),female,جار,,5,لذيييييذ جداً وتعامل راقي وسريع جربته غداء وعشاء وكل المرتين ابهرني مختلف وغير متكرر كل طبق له نكهته الخاصه  اوصي بالماشروم رزيتو و كورن ديب و سلطة كرانشي وفرايز بالترافيل,positive,truthful
1533,[20-30),female,كشري صلصة,,5,اخذت من عندهم مكرونة باشاميل و كشري المكرونة خيالية و لذيذة و طعمها بالراس اما الكشري كان عادي جدًا ما اكرره بطلباتي الجاية,positive,truthful
1534,[20-30),female,تولين,,5,نظيف طعم حيد سعر معقول الخدمه سريعه,positive,truthful
1535,[40-50),female,شمندر,,5,مطعم مميز ولذيذ وينزل أصناف جديده باستمرار,positive,truthful
1536,[50-60),female,لو ريت,,5,ممتاز,positive,truthful
1537,[30-40),female,شمندر (:,,4,صحيفة اللحم فيها زخمة موب عادة ): الأنواع اللي أطرافها جبن مرة لذيذ _<< أسعارة نوعًا ما مرتفعة,positive,truthful
1538,[30-40),female,88,,5,لذيذ نظيف سرعة استجابة للطلب والتوصيل سريع,positive,truthful
1539,[30-40),female,لنش روم,,5,ممتاز جدا,positive,truthful
1540,[30-40),female,شمندر,,5,لذييييذ نظيف متجدد ساخن طازج,positive,truthful
1541,[30-40),female,هنش برقر,,5,لذيييذ بس غالي💔😅,positive,truthful
1542,[20-30),female,اڤينو,,4,اعجبني التاكو لذيذ وهش,positive,truthful
1543,[20-30),female,فايف تست,,5,جميل,positive,truthful
1544,[20-30),female,حاشي باشا,,5,لذيذ مرة مافيه زفر كيمته تعتبر حلوة اعشق سلطتهم المطحونه مع لبن القرية عالم ثانييي لكن عندي اشكالية مع الاسعار 😵‍💫 نفر كبسة لحم بـ 60 ؟؟ الدجاج النصف ب 21 يعتبر غالي تقريبًا لكن جودة الاكل ممتازة,positive,truthful
1545,[20-30),female,ULB,,4,البطاطس رائع هش وقليل الزيت وطازج برقر لحم لذيذة وصوصهم حلو لكن الحجم صغير نسبياً سعر جيد,positive,truthful
1546,[20-30),female,بلانكا,,5,المطعم ممتاز جربته أكثر من مرة، الخدمة بطيئة قليلا في حال ازدحام المطعم,positive,truthful
1547,[20-30),female,Loft,,5,رائع، اطباقه لذيذة ومتنوعة وخدمتهم سريعة والمكان نظيف ورائحته طيبة.,positive,truthful
1548,[20-30),female,Kik burger,,5,رائع جودة ممتازة رغم صغر المكان,positive,truthful
1549,[20-30),female,لايت مون,,5,الإفطار متنوع ولذيذ,positive,truthful
1550,[20-30),female,البيك,,5,لذيذ والبرقر الجديد حقه يمي,positive,truthful
1551,[20-30),female,انتركوت الفيصلية,,5,لذيذ والفيو ممتااااز وانصحكم تاخذونه ميديم الذ,positive,truthful
1552,[20-30),female,كنتاكي,,5,التويستر تفوز,positive,truthful
1553,[20-30),female,الأرنب الجائع,,5,لذيييييييذ,positive,truthful
1554,[20-30),female,اوبريشن فلافل,,4,جربت بوكس شاورما لحم ودجاج وفلافل الخبز لذيذ ومميز الحشوات لذيذة وغنيه بالنكهة يعيبه تأخيرهم بتجهيز الطلب,positive,truthful
1555,[20-30),female,ماما نورة,,4,متنوع ولذيذ الذ طبق عندهم فطيرة الجبن والشاورما,positive,truthful
1556,[20-30),female,تشكن,,5,محلي و ممتاز .. من اللقمة الاولى تعرف ان الجودة عالية,positive,truthful
1557,[20-30),female,أبو العز,,5,لذيذ وخفيف وسعره حلو يشبه طعم شاورما أيام زمان والموظفين جيدين وشغلهم سريع يستحق التجربة وتكرار التجربة,positive,truthful
1559,[20-30),male,نكهة فرن,,5,الباستا عندهم شي خيالي  سعرهم يميل من المتوسط الى غالي نظيف وكل فتره يغيرون البراندق حقهم ذا الشي يزيد من متعه التجربه,positive,truthful
1560,[20-30),male,فول السرايا,,5,بصراحة عندهم عريكة يحبها فؤاد فؤادك 😻,positive,truthful
1561,[20-30),female,لي بيقل,,4,طلبت فلافل وتونا كلها بيقل، التونا لذيذة والفلافل بعد بس فيه مطاعم فلافلهم أحلى، وطلبت بعد حلوم حلو بس مالح بزيادة، الأسعار مرتفعة يعني ما أكرر الطلب إلا إذا صرت غنية,positive,truthful
1563,[20-30),female,الرمانة,,4,شاورما لذيذه ومشبعه دجاج محلي وطازج لكن الخبز متين نوعا ما ولا يتم تحميره بالشكل المطلوب,positive,truthful
1564,[20-30),male,شباك شاورما,,5,فنننناااااان,positive,truthful
1566,[50-60),female,البيك,,5,الطعم ممتاز ولذيذ وسرعه في الطلب واسعار المطعم مناسبة للكل,positive,truthful
1567,[50-60),female,بيتزا اليوم,,4,الطعم لذيذ ولكن عندي ملاحظة الحشوة قليله تحتاج زيادة حتى تكون ممتاز,positive,truthful
1570,[20-30),male,دومينوز,,5,افخم فرع لدومينوز بيتزا 😋,positive,truthful
1571,[50-60),female,بينكبيرد,,4,الأكل لذيذ والصوص طعمه رهيب وشكل البرقر جذاب بس كان فيه ملفوف كثير علشان كذا قيمته ٤,positive,truthful
1572,[30-40),male,معمل البرجر,,5,مطعم لذيذ وطازج جربت عندهم برقر لحم الغنم والدجاج لذيذ بشكل جميل,positive,truthful
1573,[20-30),female,hilton,,4,سكنت في فندق هيلتون في مكة التعامل مع الاستقبال مريح وأحيانًا يرقون الحجز بدون طلب وخدمة الغرف سريعة ولكنه سعرها غالي الا وقت العروض مناسب,positive,truthful
1574,under 20,female,Midan Hotel & Suites Al Aziziya,,5,سعره كان معقول جدا واسعه الغرفة خدمه العملاء كان متعاونين ,positive,truthful
1576,under 20,female,Farha International Residential Units,,4,جددددددا رائع وكبيره الغرفة نظافتها مرا حلوه بس حقين الاستقبال وقحين,positive,truthful
1577,under 20,female, Majlis Grand Mercure Medina,,5,تعامل راقي من موظفي الاستقبال، قريب جدا من الحرم ومصلى النساء، وقريب منه محلات اللوازم، سعره على خدماته,positive,truthful
1578,[20-30),female,Abha city,,5,جميل جدًا  النظافة 10/10 الاسرة مريحة الموظفين متعاونين ,positive,truthful
1579,[20-30),male,سما مسقط,,4,الفندق عادي حجم الغرف متوسط بس نظيفة ومرتبة الاكل متوسط بس عندهم حركه حلوه لو ما تبي تروح للبوفية يرقون لك الفطور للغرفة   يميزه موقعها قريبه للجامعة وقريب له المحلات دغرفتنا كانت هاديه مره فكانت ميزة مافيه ازعاج    استغربت الحمام مثل حجم الغرفة مبالغين بحجمه ,positive,truthful
1581,[20-30),male,سنتروا الواحة,,5,سكنت اسبوعين للأمانة من افضل الأسابيع شكرا لكل الي شفتهم بالفندق او تدربنا سوى البوفية رائع والمكان جميل  النادي روعة مع صغر حجمة,positive,truthful
1582,[20-30),male,روتانا,,4,تجربة جميلة وخدمات رائعة,positive,truthful
1584,[20-30),female,هيلتون,,4,تجربة جميلة الخدمة سريعة و الغرف نظيفة وواسعة ، يستاهل سعره ,positive,truthful
1585,[20-30),female,سويس اوتيل,,5,افضل فندق بكازاخستان بوسط غابة و بعيد عن ضوضاء المدينة ، المطعم الخاص بالفندق لذيذ ومتنوع حتى اني كنت اكتفي بالجلوس بالفندق يوم كامل ,positive,truthful
1587,[20-30),female,رؤوم إن بريدة,,4,الفندق نظيف و رائحته جميلة . الخدمة سريعة، تنظيف الغرف كل يومين وليس يوميًا، قريب من الخدمات (بقالة، سويرماركت، مغسلة، مطاعم) السعر متوسط الئ مرتفع في الاجازات. ,positive,truthful
1588,[20-30),female,نخبة النخبة,,4,فندق هادئ ونظيف الأثاث جديد وراقي والخدمة جدًا رائعة,positive,truthful
1589,[20-30),female,الفنار,,5,فندق فخم ومستواه عالي يستحق أكثر من ٥ نجوم ,positive,truthful
1590,[20-30),female,برج التوحيد بمكة,,5,جميل جدًا، حجزت من خلال بوكنق وأخذتها بسعر جيّد مع فطور  الفطور كان جيّد والمنيو لذيذ والستاف كانوا متعاونين وبشوشين الاطلالة كانت على الحرم وكان وقت موسم مع ذلك أخذتها بسعر رائع 👍🏻,positive,truthful
1591,[30-40),female,ترف ينبع,,5,الغرف نظيفة وهادئ ومرتب وقريب من الخدمات ,positive,truthful
1592,[20-30),female,الخزامى,,5,الخدمة كانت ممتازة جدًا ، الغرفة نظيفة ومهيئة من كل النواحي تعامل الموظفين جدا مهني ويدل على الاهتمام الشديد,positive,truthful
1595,[20-30),male,الجبل,,4,الغرفة متوسطة الراحة ، التكييف لا يعمل بشكل جيد ، موظفي الاستقبال غير متواجدين بشكلٍ دائم ، السعر مقبول جدًا ,positive,truthful
1596,[under 20),female,Radisson Blu ,,4,جميل جدا خدمه رائعه وموظفين رائعين يعتبر واسع وكل ماهو متوفر موجود وعند الحاجه لشيء خدمه العملاء موجودين وخدومين جدا السيء ان الغرف ليست واسعه حقا ,positive,truthful
1597,[20-30),male,بودل,,4,فندق جميل ورخيص وخدمة ممتازة انصحكم فيه ولديه فروع كثيرة في المملكة وعندهم نقاط ولاء للعملاء ,positive,truthful
1598,[20-30),female,شذا المدينة ,,4,موقع الفندق قريب للمسجد النبوي و يعتبر من انظف الفنادق التي زرتها حتى ان الاثاث مجدد و لكنه مزدحم بعض الشي خصوصا وقت الصلاة و المصاعد تكون مزدحمة ولكنه يتعبر من احسن الفنادق لقربه للمسجد و قربه ايضا للمطاعم و المحلات التجارية سواء بقالة او صيدلية ,positive,truthful
1599,[20-30),female,همس بلازا -جدة,,4,الفندق جيد ولكن حصل عطل بالاصنصير وتأخر تصليحه,positive,truthful
1600,[20-30),female,بودل,,5,جدا ممتاز في جميع النواحي,positive,truthful
1601,[20-30),female,الوادي رياض الخبراء,,5,جيد ,positive,truthful
1602,[20-30),female,فندق نوفيتيل سويتس ,,4,فندق جميل، الغرف واسعه ومريحه، الخدمه جيده.,positive,truthful
1604,[20-30),female,بارك بلازا فكتوريا,,4,فريق العمل ودود ومحترم، موقع الفندق مناسب جدًا للسياح وأصحاب الأعمال بحكم إنه قريب من المواصلات، وقريب أيضًا من قلب المدينة إنتقادي الوحيد هو أني اشوف الحمامات تحتاج صيانة واهتمام اكبر,positive,truthful
1605,[20-30),female,موڤنبيك,,5,تجربة فريدة +يلبون احتياجات النزيل بسرررعه,positive,truthful
1606,[20-30),female,Grand Millennium,,5,اجواء الفندق عامةً هادئة ورائعة ونظافة المكان ممتازة الخدمة ممتازة وراقية والبوفيه متنوع وفيه قوائم لانظمة غذائية كثيرة، وجبة الفطور كانت طيبه وقدمت بلباقه,positive,truthful
1608,[40-50),female,الصفوة بمكة ,,4,جيد ,positive,truthful
1609,[50-60),female,بولمان زمزم بمكة ,,5,فندق جيد الخدمات اجراءات الدخول والخروج ميسره ولا تستغرق وقت موقع مميز ,positive,truthful
1610,under 20,female,City premiere Dubai,,5,الفطور حلو والغرف حلوة والاطلالات تجنن ,positive,truthful
1611,[20-30),female,لاجونا,,3,مريح جداً وهادى,positive,truthful
1612,[40-50),female,سويس المقام بمكه,,5,جزاكم الله خير على الخدمه الممتازه,positive,truthful
1614,[20-30),female,المهيدب ,,5,جميل ونظيف  أكرر زيارتي له مرة أخرى👍🏻,positive,truthful
1615,under 20,female,المدينة اوبري,,4,خدمة ممتازة وطعام افطار جيد لكن تم حساب ٢٠٠ ريال اضافية على الغرفة دون سبب! ,positive,truthful
1616,[20-30),female,راديسون بلو الظهران,,4,مساحة الغرفة كبيره ماشاءالله ونظيفة وخدمتهم جيدة لكن الاثاث يعتبر قديم ,positive,truthful
1617,[30-40),male,شقق أنهال,,5,الإقامة رائعة فيه,positive,truthful
1618,[20-30),female,فندق واو للأجنحة الفندقية بالرياض,,4,فندق جميل جدًا وفخم ويعطي تجربة محترمة، لكن الاسعار مرتفعة قليلًا على المستوى المقدم، خصوصًا بالنسبة للنظافة؛ عليها بعض الملاحظات. الأجنحة السفلية يُعيبها ازعاج الشارع.,positive,truthful
1619,[20-30),female,فندق كونراد مكة ,,5,فندق رائع وممتاز، غرف وسُرر واسعة وكبيرة، بوفيه فطور منوع جدًا ومتكامل، حتى موقع الفندق رائع وقريب جدًا من مدخل النساء، فندق مثالي لرحلة مكة مع العائلة.,positive,truthful
1620,[20-30),female,ايبيس السالمية الكويت ibis,,4,فندق جميل جدًا ونظيف ، منطقة الفندق رائعة جدًا وحية وممتعة ومطل على البحر ، خدماته جيدة سواءً كانت مطعم او قهوة ، مخصصين مكان خارجي لمن اراد التدخين او غيره ، يوجد كيس للغسيل والكوي وخدمة جيدة لكن ربما صادف حينما اطلب الموظف لحمل الاغراض يتاخر كثيرًا ، متعب قليلاً الفندق لركن السيارة اوقات المواسم والإجازات لا تكفي المواقف الخارجية خصوصاً ان الدور الاول مول و الطابق التحتي ليس مخصص لسكان الفندق فقط ، متاح للعامة ، انصح بتجربته ,positive,truthful
1621,[20-30),female,Makkah Hotel 🕋 ,,5,من أفضل الفنادق التي تقدم خدمة سريعة رغم كثرة العملاء وكبر الفندق ، أمام ساحات الحرم مباشرة وجميع الاسواق قريبة اليه ، إفطاره يناسب جميع الاذواق والجنسيات.,positive,truthful
1623,[20-30),male,غاليريا إيلاف,,5,الفندق روعة، الخدمات كلها 10/10 أخذت غرفة بدور التنفيذين، وكانت تجربة جميلة! مساحة الغرفة لا بأس بها,positive,truthful
1624,[20-30),female,ارام ,,4,لقد اعجبتني الغرفه التي قمت بحجزها ولكن هناك بعض الملاحظات التي اود التنبه عليها لتهتموا بها اكثر ، نظافه المطبخ وتناسق الاثاث ,positive,truthful
1625,[20-30),female,ايبيس السالمية الكويت ibis,,5,جميل جدًا اطلالته حلوة نظيف وخدماته رائعة وموقع الفندق مرررة حلو بشارع حي ورئيسي ، لكن سلبيته قلة المواقف خصوصاً بأوقات الاجازات يكثر السياح، انصح جدًا بتجربته,positive,truthful
1626,[20-30),female,151 Residence,,4,لا يعتبر فندق ولا يوجد فيه خدمات فندقية كانه شقق سكنية ، لا يوجد احد يحمل حقائبك ، لكن جديد ونظيف انصح فيه,positive,truthful
1628,[40-50),female,الرياض ان,,4,جميل وخدمتة ممتازة,positive,truthful
1629,[20-30),female,فيرمونت,,5,فيرمونت برج الساعة .. رائع من حيث النظافه والخدمات والراحه والاطلالات والمكان ، هادئ جداً ومريح . المطعم كان جيد ومتنوع يناسب جميع الاذواق تقريباً . اكرر التجربة فيه بإذن لله . ٥/٥ ✔️ ,positive,truthful
1630,[20-30),female,"Radisson Blu Hotel, Istanbul",,5,فندق عالمي بخدمات ممتازه ومتنوعه وموقع مناسب جداً ، صيانة الفندق رائعه وايضاً من ناحية النظافة وتعامل الموظفين سهل من حيث اللغة .. مرافق كامله وتسهيلات تلائم السياح . ,positive,truthful
1631,[20-30),female,ريتيز كارلتون,,5,تجربه رائعة انصح الجميع بزيارته ,positive,truthful
1633,[20-30),female,فندق طيبة بالمدينة المنورة,,4,الفندق رائع، الأكل متنوع، لكن خدمة العملاء بطيئة نوعًا ما,positive,truthful
1634,[20-30),female,فندق جوار السفيفه,,4,فندق نظيف ومرتب وموقعه قريب للحرم النبوي ,positive,truthful
1635,[20-30),female,هيلتون للمؤتمرات,,5,تعامل الادارة جداً رائع وخدمة ممتازة انصح فيه ✔️ ,positive,truthful
1636,[20-30),female,بولمان زمزم,,4,رائع جداً وخدمه جميلة لكن كتصميم غرف ليس جيد جدا,positive,truthful
1637,[20-30),female,بودل الجبيل ,,4,اعجبني الموقع وتصميم الفندق الخدمات رائعة العيب الوحيد الاثاث يحتاج تجديد واهتمام ,positive,truthful
1638,[20-30),female,فخامة الهدوء ,,4,جميل ونظيف ,positive,truthful
1639,[20-30),female,موڤنبيك مكه ,,4,جيد ، مكان استراتيجي قريب من الحرم و قريب منه سوبر ماركت و صيدليه ، السعر غالي ,positive,truthful
1640,[20-30),male,Hanende Hotel ,,5,الفندق ممتاز مقارنة بتكلفة الإقامة فيه، فكافة الفنادق الأخرى التي في المنطقة والفئة السعرية نفسها دون مستواه بفارق ملحوظ، فضلا عن أنه جُدد في الآونة الأخيرة، فعفشه جديد، ولا تفوح منه رائحة رطوبة. أنصح به بشدة.,positive,truthful
1641,[20-30),male,Majestic City Retreat Hotel,,4,الفندق جيد، توقعت أنه أفضل من ذلك مقارنة بفئته السعرية وتصنيفه (٤ نجوم)، لا سيما أنه في الإمارات، لكنه مع ذلك يعد جيدًا بصفة عامة. الإقامة مريحة إلى حد ما وإن كانت الجدران غير عازلة تماما، والخدمة جيدة جدًا. العمال متعاونون. الصورة في موقع بوكينغ كانت مضللة قليلا لأن الغرفة التي حجزناها كانت تظهر مع شرفة، في حين أن التي حصلت عليها كانت دون شرفة، وحين طلبت منهم غرفة بشرفة لم يجدوا إلا شقة في طابق بعيد عن الطابق الذي كانت فيه غرفة أهلي، هذا بعد انتظار عدة أيام. الفندق غير مناسب للعائلات ففيه ملهى أو مرقص (لا أدري ما هو بالضبط)، ومساء يكون الوضع في الأسفل غير ملائم البتة.  أظنني سأجرب غيره إن زرت المنطقة مجددا.,positive,truthful
1642,[20-30),female,قمران ,,4,نظيف وقريب لمركز المدينه ,positive,truthful
1645,[20-30),male,بودل,,4,موقع الفندق كان ممتاز جدًا حيث ان ممكن تاخذ وتخلص اشغالك مشي بالاقدام بدلًا من وسائل النقل المعتادة(سيارة. والخ) السلبيات المنظار ليست على نفس الكلام تمامًااو نفس التعبير، جودك الغرفه اول ما حجزتها لم تكن جيدة ف اضطررت لتبديلها وكان التجاوب سلس ومنيو الطعام عندهم نوعًا ما غالي، ايضًا بكل مكان تخصل منتجاتهم تستخدم تدفع مثل مقبلات(سناك بطاطس),positive,truthful
1647,[20-30),male,لو ميريديان دبي ,,4,الموقع جيد جدا وطاقم العمل كان متعاون ومبتسم وخدوم ومرافق الفندق كانت متنوعه وجميله ,positive,truthful
1648,[20-30),male,Gardino,,5,فندق 4 نجوم، مع الخدمات والمرافق المميزة والجميلة. يعيبه سعر المبيت يعتبر مرتفع,positive,truthful
1649,[20-30),male,Sheki park hotel,,5,جميل وهادئ,positive,truthful
1651,[20-30),male,فندق 21 (مكة المكرمة),,5,فندق جميل جدًا ، تعامل الموظفين بشكل عام ممتاز جدًا ، قريب للحرم المكي و جميع الخدمات قريبة منك بحيث لا تحتاج لسيارة لقضاء احتياجاتك,positive,truthful
1652,[20-30),male,فندق موڤنبيك (مكة المكرمة),,5,فندق موڤنبيك غني عن التعريف ، اطلالة جميلة على الكعبة المشرفة ، خدمات سريعة وبحكم قربه للحرم فهو خيار جميل جدًا,positive,truthful
1653,[20-30),male,Mövenpick Makkah ,,4,لا شك أن موفنبيك يقدم التجربة الفندقية الكاملة، وبالشكل المطلوب نسبة للسعر المقدم من العميل.. وبالرغم من كون الفندق منظم بشكل كبير ولكنه يفقد هذه الخاصية في المواسم التي تزدحم فيها مكة ويصبح الفندق أشبه بسيرك بمدينة نيويورك في مطلع القرن العشرين، ولكن إحقاقاًً للحق، لم يؤثر هذا على التجربة الكاملة لي وكنت راض عن أداء الفندق انذاك.,positive,truthful
1654,[20-30),male,حياة ريجينسي جبل عمر (مكة),,5,فندق ممتاز جدًا يفصل بينه وبين ساحة الحرم أمتار قليلة، كذلك يحتوي على العديد من المميزات أهمها وجود مصعد مباشر يصل بينه وبين مول جبل عمر واللذي ستجد فيه كل ما تحتاجه أثناء إقامتك من مطاعم وأسواق عالمية ومحلية. كما يتميز الفندق بجودة وحداثة المرفقات والغرف، كما يحتوي على العديد من الخدمات اللتي تلبي احتياجات النزلاء. حياة ريجينسي أحد أفضل الفنادق في مكة المكرمة وأنصح جدًا بزيارته.,positive,truthful
1655,[20-30),female,سجى,,4,الصراحة بيرفكت كل الفندق بس عيبهم واحد، التكييف بارد بشكل يقهر ومايتفاعلون لو قلنا قصروا,positive,truthful
1656,[20-30),female,فندق الصفوه ,,5,الخدمة جدا رائعه والنظافه رائعه ,positive,truthful
1658,[20-30),male,فندق سينترو الرياض,,4,الفندق جميل والغرفة ممتازة والاسعار نص ونص بس كويسة بالنسبة للموقع,positive,truthful
1659,[20-30),male,هوليدي إن,,5,جميل جداً ونظيف ,positive,truthful
1660,[20-30),male,سيلين هوم,,5,كل شيء فيه جميل والسعر مره روعه ,positive,truthful
1661,[20-30),female,Mercure,,5,ممتاز من ناحية النظافه و من ناحية الخدمه المشكله الوحيده في رائحة الممرات كانت غير جيده بعكس الغرف ,positive,truthful
1662,[30-40),female,فندق كارم بالرياض ,,5,الفندق جديد ونظيف، الموقع ممتاز والسعر مناسب جداً، الموظفين ودودين ومتعاونين.,positive,truthful
1664,[40-50),male,Ayla Ibri Hotel,,5,ممتاز,positive,truthful
1666,[40-50),male,نارسيس الرياض,,5,ممتاز,positive,truthful
1667,[40-50),male,Melissa Hotel Riyadh,,4,ماعليه,positive,truthful
1668,[40-50),male,فندق ميرال كراون,,4,حليو,positive,truthful
1669,[40-50),male,فندق فور سيزونز,,5,فندق من احسن الفنادق,positive,truthful
1670,[40-50),male,رامادا,,4,كويس بس ريحه البيارات بكل مكان,positive,truthful
1671,[40-50),male,فندق تريدرز ، قرية البري ، أبوظبي,,5,تجنن,positive,truthful
1672,[40-50),male,فندق فيرمونت,,5,حلو مره,positive,truthful
1674,[40-50),male,Concorde El Salam Cairo By Royal Tulip,,5,ممتازه الشقق وخاصه الاستقبل مره متعاونين,positive,truthful
1675,[40-50),male,إنفينيتي,,5,موظفين الاستقبال رائعين,positive,truthful
1676,[20-40),female,ري كادي للشقق الفندقية 1,,4,هذه أعتبرها بيتي، أربع سنين وأنا هنا، يحتاجون يغيرون أثاثهم فقط. ويارب يارب يارب أتملك بيت هنا.,positive,truthful
1681,[40-50),male,Swiss International Royal Hotel,,3,الفندق أسعاره جيدة وفي متناول اليد للغالب، وموقعه جداً متميز. يعيبه تنظيم الغرف يحتاج إعادة ترتيب، حيث أول ما تدخل الغرفة ستجد السرير مباشرة بجوارك على اليسار، وتحت التلفاز مكان وضع الشنط وطاولة وثلاجة. النظافة جيدة والخدمة ممتازة، شكراً للعاملين هناك على تعاملهم الرائع.,positive,truthful
1684,[40-50),male,فندق راديسون بلو الكويت,,5,مرافق رائعة ونظافة مميزة، الافطار متنوع وخدمة متميزة للتوصطل من وإلى المطار بسيارات فارهة آخر موديل,positive,truthful
1685,[40-50),male,فندق ألوفت الظهران,,5,نظيف وافطار متميز وغرف عصرية,positive,truthful
1686,[40-50),male,فندق التنفيذيين,,5,فندق جيد ونظيف وموقع متميز، يعيبه المواقف وعدم تنوع الافطار,positive,truthful
1687,[40-50),male,كراون بلازا,,5,جميل ومتميز,positive,truthful
1689,[40-50),male,أبها كروان,,5,جيد ,positive,truthful
1690,[40-50),male,فندق بودل أبها,,5,الغرف فيه واسعة ومتميزة، يعيبه عدم وجود مطعم داخل الفندق,positive,truthful
1691,under 20,female,فندق انجم مكه,,5,جميل جدا غرف واسعه ، نظافة، خدمه جيده ، اسعار مناسبه,positive,truthful
1692,under 20,female,رتاج البيت مكه,,4,المميزات : قريب من الحرم ، اجنحه واسعه، نظافة العيوب : عدم وجود خدمة نظافة للغرف,positive,truthful
1693,[20-30],female,موفنبيك,,4,تجربه جميله تعامل الموظفين حلو لكن تأخروا بتسجيل الدخول بسبب الزحمه,positive,truthful
1694,[20-30),female,حياة رجنسي,,4,جميل خدمه رائعة و اسعار منافسة، اتمنى زيادة التنوع بالافطار,positive,truthful
1698,[20-30),female,هيلتون جاردن إن الخليج البحرين,,5,رائع انصح به خدمة سريعة نظيف مريح,positive,truthful
1699,[20-30),female,حياة ريجنسي مكة المكرمة,,4,حلو ونظيف لكن الخدمة شوي بطيئة والغرف واسعه وشرحة🤍,positive,truthful
1700,[40-50),female,لفالي موتيارا الرياض,,4,قريب من الاسواق نظيف متعاونين,positive,truthful
1701,[40-50),female,اجنحة هيلتون مكه,,4,نظيف قريب من الحرم الفطور جيد جدا متعاونين ويقدمون ترقيه للغرف,positive,truthful
1703,[50-60),female,اجنحة هيلتون,,5,الفندق ممتاز جداً وتعاملهم رائعه,positive,truthful
1704,[30-40),female,بريرا - الدمام,,5,جميل وخدمتهم جميلة رائحة الفندق منعشة ولطيفة ، الغرف وسيعة وأيضًا نظيفة ، الحمام وأنتم بكرامة نظيفة والكرسي منعزل عن المروش و المغسلة وهذا ممتاز قليل نلقاه في فنادق الخمس نجوم . فيه سلبية واحدة ما حبيته أبدًا ( الفنادق عادة يضعون الماء والقهوة كلها ضيافة مجانية ) ، هم لا ! ٤ قواير ماء ثنتين ٣٠٠ مل مجانية وثنتين الواحدة ب١٠ ريالات ! ومافيه تنبيه واضح انهن بفلوس حسيته كأنه خدعه (: 💔 وسلامتكم 🌹,positive,truthful
1706,[30-40),female,أنجم في مكة المكرمة,,4,كل شيء فيه جميييل حرفيًا … السلبيات يبعد عن الحرم ١ كيلو وفيه طلعة متتتعبة ، وأيضًا مافيه خدمات قريبة من الفندق متاجر اساسية ! نضطر نروح لجبل عمر او الوقف علشان نشتري اهم الحاجات ماء و أكل ! بسبب هالسلبية ما اتوقع أرجع له مرة ثانية 💔,positive,truthful
1707,[30-40),female,Centro olya rotana,,5,الفندق نظيف وجميل آمن جدًا بمنطقة مركزية سواءً كنت رايح سياحة او عمل او علاج ماراح تتعب عن بعده عن الاماكن المهمة مستشفيات كانت او مراكز تجارية او شركات الاستقبال لطيف ومتعاونين,positive,truthful
1708,[20-30),female,دبل تري هيلتون / الرياض,,5,تجربتي مع فندق دبل تري هيلتون اخذنا جناح كامل يتكون من غرفتين متصلات ببعض بباب منفصل يمكن اقفاله من احدى الجهتين الميزة هذي ماتتوفر كثير اعتبرها نقطة اضافيه لهذا الفندق بالاضافة الى بكج الفطور كان ممتاز و لذيذ للأمانه وايضًا الكوفي متوفر فيه انترنت و قهوتهم متوسطة👍🏿,positive,truthful
1709,[20-30),female,خليج الدانة,,5,فندق رائع وخدمات متكاملة نظافة فائقة ومرافق رائعة للكل يعيبه اسعاره المرتفعة,positive,truthful
1710,[20-30),female,كراون بلازا,,4,فلة على الشاطئ تابع لفندق مداريم كراون الموقع رائع والخدمة رائعة والنظافة ممتازة,positive,truthful
